League,Club,Player,Position,Date of Birth,Age,Market Value
Bundesliga,Bayer 04 Leverkusen,Thorsten Kirschbaum,Goalkeeper,"Apr 20, 1987",31,300000.0
Bundesliga,Bayer 04 Leverkusen,Jonathan Tah,Centre-Back,"Feb 11, 1996",23,35000000.0
Bundesliga,Bayer 04 Leverkusen,Panagiotis Retsos,Centre-Back,"Aug 9, 1998",20,15000000.0
Bundesliga,Bayer 04 Leverkusen,Sven Bender,Centre-Back,"Apr 27, 1989",29,15000000.0
Bundesliga,Bayer 04 Leverkusen,Aleksandar Dragovic,Centre-Back,"Mar 6, 1991",28,9000000.0
Bundesliga,Bayer 04 Leverkusen,Tin Jedvaj,Centre-Back,"Nov 28, 1995",23,7500000.0
Bundesliga,Bayer 04 Leverkusen,Jan Boller,Centre-Back,"Mar 14, 2000",19,200000.0
Bundesliga,Bayer 04 Leverkusen,Wendell,Left-Back,"Jul 20, 1993",25,20000000.0
Bundesliga,Bayer 04 Leverkusen,Mitchell Weiser,Right-Back,"Apr 21, 1994",24,12000000.0
Bundesliga,Bayer 04 Leverkusen,Lars Bender,Defensive Midfield,"Apr 27, 1989",29,15000000.0
Bundesliga,Bayer 04 Leverkusen,Julian Baumgartlinger,Defensive Midfield,"Jan 2, 1988",31,4000000.0
Bundesliga,Bayer 04 Leverkusen,Charles Aránguiz,Central Midfield,"Apr 17, 1989",29,15000000.0
Bundesliga,Bayer 04 Leverkusen,Dominik Kohr,Central Midfield,"Jan 31, 1994",25,5000000.0
Bundesliga,Bayer 04 Leverkusen,Kai Havertz,Attacking Midfield,"Jun 11, 1999",19,65000000.0
Bundesliga,Bayer 04 Leverkusen,Sam Schreck,Attacking Midfield,"Jan 29, 1999",20,350000.0
Bundesliga,Bayer 04 Leverkusen,Julian Brandt,Left Winger,"May 2, 1996",22,45000000.0
Bundesliga,Bayer 04 Leverkusen,Leon Bailey,Left Winger,"Aug 9, 1997",21,35000000.0
Bundesliga,Bayer 04 Leverkusen,Paulinho,Left Winger,"Jul 15, 2000",18,17000000.0
Bundesliga,Bayer 04 Leverkusen,Karim Bellarabi,Right Winger,"Apr 8, 1990",29,15000000.0
Bundesliga,Bayer 04 Leverkusen,Kevin Volland,Centre-Forward,"Jul 30, 1992",26,25000000.0
Bundesliga,Bayer 04 Leverkusen,Lucas Alario,Centre-Forward,"Oct 8, 1992",26,17000000.0
Bundesliga,Bayer 04 Leverkusen,Isaac Kiese Thelin,Centre-Forward,"Jun 24, 1992",26,3000000.0
Bundesliga,Bayer 04 Leverkusen,Joel Pohjanpalo,Centre-Forward,"Sep 13, 1994",24,1500000.0
Bundesliga,Borussia Mönchengladbach,Yann Sommer,Goalkeeper,"Dec 17, 1988",30,13000000.0
Bundesliga,Borussia Mönchengladbach,Tobias Sippel,Goalkeeper,"Mar 22, 1988",31,750000.0
Bundesliga,Borussia Mönchengladbach,Moritz Nicolas,Goalkeeper,"Oct 21, 1997",21,150000.0
Bundesliga,Borussia Mönchengladbach,Matthias Ginter,Centre-Back,"Jan 19, 1994",25,35000000.0
Bundesliga,Borussia Mönchengladbach,Nico Elvedi,Centre-Back,"Sep 30, 1996",22,35000000.0
Bundesliga,Borussia Mönchengladbach,Tony Jantschke,Centre-Back,"Apr 7, 1990",29,3500000.0
Bundesliga,Borussia Mönchengladbach,Mamadou Doucouré,Centre-Back,"May 21, 1998",20,500000.0
Bundesliga,Borussia Mönchengladbach,Florian Mayer,Centre-Back,"Mar 4, 1998",21,300000.0
Bundesliga,Borussia Mönchengladbach,Andreas Poulsen,Left-Back,"Oct 13, 1999",19,3500000.0
Bundesliga,Borussia Mönchengladbach,Oscar Wendt,Left-Back,"Oct 24, 1985",33,2000000.0
Bundesliga,Borussia Mönchengladbach,Michael Lang,Right-Back,"Feb 8, 1991",28,6000000.0
Bundesliga,Borussia Mönchengladbach,Jordan Beyer,Right-Back,"May 19, 2000",18,1000000.0
Bundesliga,Borussia Mönchengladbach,Denis Zakaria,Defensive Midfield,"Nov 20, 1996",22,17000000.0
Bundesliga,Borussia Mönchengladbach,Christoph Kramer,Defensive Midfield,"Feb 19, 1991",28,12000000.0
Bundesliga,Borussia Mönchengladbach,Tobias Strobl,Defensive Midfield,"May 12, 1990",28,8000000.0
Bundesliga,Borussia Mönchengladbach,Florian Neuhaus,Central Midfield,"Mar 16, 1997",22,24000000.0
Bundesliga,Borussia Mönchengladbach,Jonas Hofmann,Central Midfield,"Jul 14, 1992",26,12000000.0
Bundesliga,Borussia Mönchengladbach,Michaël Cuisance,Central Midfield,"Aug 16, 1999",19,6500000.0
Bundesliga,Borussia Mönchengladbach,Thorgan Hazard,Left Winger,"Mar 29, 1993",26,45000000.0
Bundesliga,Borussia Mönchengladbach,Fabian Johnson,Left Winger,"Dec 11, 1987",31,3500000.0
Bundesliga,Borussia Mönchengladbach,Keanan Bennetts,Left Winger,"Mar 9, 1999",20,2300000.0
Bundesliga,Borussia Mönchengladbach,Patrick Herrmann,Right Winger,"Feb 12, 1991",28,4500000.0
Bundesliga,Borussia Mönchengladbach,Ibrahima Traoré,Right Winger,"Apr 21, 1988",30,3000000.0
Bundesliga,Borussia Mönchengladbach,Lars Stindl,Second Striker,"Aug 26, 1988",30,15000000.0
Bundesliga,Borussia Mönchengladbach,Raffael,Second Striker,"Mar 28, 1985",34,4000000.0
Bundesliga,Borussia Mönchengladbach,Alassane Plea,Centre-Forward,"Mar 10, 1993",26,38000000.0
Bundesliga,Borussia Mönchengladbach,Josip Drmic,Centre-Forward,"Aug 8, 1992",26,3000000.0
Bundesliga,Borussia Mönchengladbach,Julio Villalba,Centre-Forward,"Sep 17, 1998",20,750000.0
Bundesliga,Borussia Mönchengladbach,Torben Müsel,Centre-Forward,"Jul 25, 1999",19,350000.0
Bundesliga,TSG 1899 Hoffenheim,Oliver Baumann,Goalkeeper,"Jun 2, 1990",28,10000000.0
Bundesliga,TSG 1899 Hoffenheim,Alexander Stolz,Goalkeeper,"Oct 13, 1983",35,100000.0
Bundesliga,TSG 1899 Hoffenheim,Kevin Vogt,Centre-Back,"Sep 23, 1991",27,12000000.0
Bundesliga,TSG 1899 Hoffenheim,Kasim Adams,Centre-Back,"Jun 22, 1995",23,8500000.0
Bundesliga,TSG 1899 Hoffenheim,Benjamin Hübner,Centre-Back,"Jul 4, 1989",29,8000000.0
Bundesliga,TSG 1899 Hoffenheim,Stefan Posch,Centre-Back,"May 14, 1997",21,5500000.0
Bundesliga,TSG 1899 Hoffenheim,Ermin Bicakcic,Centre-Back,"Jan 24, 1990",29,4000000.0
Bundesliga,TSG 1899 Hoffenheim,Lucas Ribeiro,Centre-Back,"Jan 19, 1999",20,3000000.0
Bundesliga,TSG 1899 Hoffenheim,Nico Schulz,Left-Back,"Apr 1, 1993",26,20000000.0
Bundesliga,TSG 1899 Hoffenheim,Pavel Kaderabek,Right-Back,"Apr 25, 1992",26,18000000.0
Bundesliga,TSG 1899 Hoffenheim,Joshua Brenet,Right-Back,"Mar 20, 1994",25,5000000.0
Bundesliga,TSG 1899 Hoffenheim,Alfons Amade,Right-Back,"Nov 12, 1999",19,200000.0
Bundesliga,TSG 1899 Hoffenheim,Dennis Geiger,Defensive Midfield,"Jun 10, 1998",20,10000000.0
Bundesliga,TSG 1899 Hoffenheim,Kerem Demirbay,Central Midfield,"Jul 3, 1993",25,25000000.0
Bundesliga,TSG 1899 Hoffenheim,Florian Grillitsch,Central Midfield,"Aug 7, 1995",23,20000000.0
Bundesliga,TSG 1899 Hoffenheim,Lukas Rupp,Central Midfield,"Jan 8, 1991",28,3500000.0
Bundesliga,TSG 1899 Hoffenheim,Nadiem Amiri,Attacking Midfield,"Oct 27, 1996",22,17000000.0
Bundesliga,TSG 1899 Hoffenheim,Leonardo Bittencourt,Attacking Midfield,"Dec 19, 1993",25,7000000.0
Bundesliga,TSG 1899 Hoffenheim,Christoph Baumgartner,Attacking Midfield,"Aug 1, 1999",19,350000.0
Bundesliga,TSG 1899 Hoffenheim,Robin Hack,Left Winger,"Aug 27, 1998",20,500000.0
Bundesliga,TSG 1899 Hoffenheim,Reiss Nelson,Right Winger,"Dec 10, 1999",19,17000000.0
Bundesliga,TSG 1899 Hoffenheim,Andrej Kramaric,Centre-Forward,"Jun 19, 1991",27,35000000.0
Bundesliga,TSG 1899 Hoffenheim,Joelinton,Centre-Forward,"Aug 14, 1996",22,35000000.0
Bundesliga,TSG 1899 Hoffenheim,Ishak Belfodil,Centre-Forward,"Jan 12, 1992",27,7000000.0
Bundesliga,TSG 1899 Hoffenheim,Ádám Szalai,Centre-Forward,"Dec 9, 1987",31,3500000.0
Bundesliga,TSG 1899 Hoffenheim,David Otto,Centre-Forward,"Mar 3, 1999",20,600000.0
Bundesliga,Eintracht Frankfurt,Kevin Trapp,Goalkeeper,"Jul 8, 1990",28,10000000.0
Bundesliga,Eintracht Frankfurt,Frederik Rönnow,Goalkeeper,"Aug 4, 1992",26,2500000.0
Bundesliga,Eintracht Frankfurt,Jan Zimmermann,Goalkeeper,"Apr 19, 1985",33,250000.0
Bundesliga,Eintracht Frankfurt,Tobias Stirl,Goalkeeper,"Apr 17, 2000",18,200000.0
Bundesliga,Eintracht Frankfurt,Evan N'Dicka,Centre-Back,"Aug 20, 1999",19,22000000.0
Bundesliga,Eintracht Frankfurt,Martin Hinteregger,Centre-Back,"Sep 7, 1992",26,10000000.0
Bundesliga,Eintracht Frankfurt,Simon Falette,Centre-Back,"Feb 19, 1992",27,3500000.0
Bundesliga,Eintracht Frankfurt,David Abraham,Centre-Back,"Jul 15, 1986",32,3500000.0
Bundesliga,Eintracht Frankfurt,Tuta,Centre-Back,"Jul 4, 1999",19,1800000.0
Bundesliga,Eintracht Frankfurt,Marco Russ,Centre-Back,"Aug 4, 1985",33,750000.0
Bundesliga,Eintracht Frankfurt,Jetro Willems,Left-Back,"Mar 30, 1994",25,6500000.0
Bundesliga,Eintracht Frankfurt,Taleb Tawatha,Left-Back,"Jun 21, 1992",26,1500000.0
Bundesliga,Eintracht Frankfurt,Danny da Costa,Right-Back,"Jul 13, 1993",25,12000000.0
Bundesliga,Eintracht Frankfurt,Almamy Touré,Right-Back,"Apr 28, 1996",22,8000000.0
Bundesliga,Eintracht Frankfurt,Timothy Chandler,Right-Back,"Mar 29, 1990",29,5000000.0
Bundesliga,Eintracht Frankfurt,Lucas Torró,Defensive Midfield,"Jul 19, 1994",24,5000000.0
Bundesliga,Eintracht Frankfurt,Gelson Fernandes,Defensive Midfield,"Sep 2, 1986",32,1500000.0
Bundesliga,Eintracht Frankfurt,Makoto Hasebe,Defensive Midfield,"Jan 18, 1984",35,1000000.0
Bundesliga,Eintracht Frankfurt,Nils Stendera,Defensive Midfield,"Sep 30, 2000",18,200000.0
Bundesliga,Eintracht Frankfurt,Sahverdi Cetin,Defensive Midfield,"Sep 28, 2000",18,200000.0
Bundesliga,Eintracht Frankfurt,Jonathan de Guzmán,Central Midfield,"Sep 13, 1987",31,3000000.0
Bundesliga,Eintracht Frankfurt,Sebastian Rode,Central Midfield,"Oct 11, 1990",28,3000000.0
Bundesliga,Eintracht Frankfurt,Marc Stendera,Central Midfield,"Dec 10, 1995",23,2000000.0
Bundesliga,Eintracht Frankfurt,Filip Kostic,Left Midfield,"Nov 1, 1992",26,15000000.0
Bundesliga,Eintracht Frankfurt,Mijat Gacinovic,Attacking Midfield,"Feb 8, 1995",24,9000000.0
Bundesliga,Eintracht Frankfurt,Patrick Finger,Attacking Midfield,"Jan 1, 2001",18,150000.0
Bundesliga,Eintracht Frankfurt,Mischa Häuser,Left Winger,"Jan 23, 2000",19,100000.0
Bundesliga,Eintracht Frankfurt,Patrice Kabuya,Right Winger,"Jan 7, 2000",19,200000.0
Bundesliga,Eintracht Frankfurt,Ante Rebic,Second Striker,"Sep 21, 1993",25,35000000.0
Bundesliga,Eintracht Frankfurt,Nelson Mandela Mbouhom,Second Striker,"May 4, 1999",19,100000.0
Bundesliga,Eintracht Frankfurt,Luka Jovic,Centre-Forward,"Dec 23, 1997",21,55000000.0
Bundesliga,Eintracht Frankfurt,Sébastien Haller,Centre-Forward,"Jun 22, 1994",24,40000000.0
Bundesliga,Eintracht Frankfurt,Gonçalo Paciência,Centre-Forward,"Aug 1, 1994",24,3000000.0
Bundesliga,Eintracht Frankfurt,Branimir Hrgota,Centre-Forward,"Jan 12, 1993",26,750000.0
Bundesliga,FC Schalke 04,Ralf Fährmann,Goalkeeper,"Sep 27, 1988",30,6500000.0
Bundesliga,FC Schalke 04,Alexander Nübel,Goalkeeper,"Sep 30, 1996",22,5000000.0
Bundesliga,FC Schalke 04,Michael Langer,Goalkeeper,"Jan 6, 1985",34,100000.0
Bundesliga,FC Schalke 04,Matija Nastasic,Centre-Back,"Mar 28, 1993",26,22000000.0
Bundesliga,FC Schalke 04,Salif Sané,Centre-Back,"Aug 25, 1990",28,15000000.0
Bundesliga,FC Schalke 04,Benjamin Stambouli,Centre-Back,"Aug 13, 1990",28,11000000.0
Bundesliga,FC Schalke 04,Jeffrey Bruma,Centre-Back,"Nov 13, 1991",27,3000000.0
Bundesliga,FC Schalke 04,Hamza Mendyl,Left-Back,"Oct 21, 1997",21,7000000.0
Bundesliga,FC Schalke 04,Bastian Oczipka,Left-Back,"Jan 12, 1989",30,5500000.0
Bundesliga,FC Schalke 04,Sascha Riether,Right-Back,"Mar 23, 1983",36,300000.0
Bundesliga,FC Schalke 04,Nabil Bentaleb,Defensive Midfield,"Nov 24, 1994",24,20000000.0
Bundesliga,FC Schalke 04,Sebastian Rudy,Defensive Midfield,"Feb 28, 1990",29,11000000.0
Bundesliga,FC Schalke 04,Omar Mascarell,Defensive Midfield,"Feb 2, 1993",26,8000000.0
Bundesliga,FC Schalke 04,Weston McKennie,Central Midfield,"Aug 28, 1998",20,20000000.0
Bundesliga,FC Schalke 04,Suat Serdar,Central Midfield,"Apr 11, 1997",22,11000000.0
Bundesliga,FC Schalke 04,Nassim Boujellab,Central Midfield,"Jun 20, 1999",19,
Bundesliga,FC Schalke 04,Daniel Caligiuri,Right Midfield,"Jan 15, 1988",31,7500000.0
Bundesliga,FC Schalke 04,Alessandro Schöpf,Right Midfield,"Feb 7, 1994",25,5000000.0
Bundesliga,FC Schalke 04,Amine Harit,Attacking Midfield,"Jun 18, 1997",21,15000000.0
Bundesliga,FC Schalke 04,Yevhen Konoplianka,Left Winger,"Sep 29, 1989",29,10000000.0
Bundesliga,FC Schalke 04,Rabbi Matondo,Right Winger,"Sep 9, 2000",18,9000000.0
Bundesliga,FC Schalke 04,Steven Skrzybski,Right Winger,"Nov 18, 1992",26,3500000.0
Bundesliga,FC Schalke 04,Benjamin Goller,Right Winger,"Jan 1, 1999",20,500000.0
Bundesliga,FC Schalke 04,Mark Uth,Centre-Forward,"Aug 24, 1991",27,16000000.0
Bundesliga,FC Schalke 04,Breel Embolo,Centre-Forward,"Feb 14, 1997",22,12000000.0
Bundesliga,FC Schalke 04,Guido Burgstaller,Centre-Forward,"Apr 29, 1989",29,9000000.0
Bundesliga,FC Schalke 04,Ahmed Kutucu,Centre-Forward,"Mar 1, 2000",19,4500000.0
Bundesliga,FC Schalke 04,Cedric Teuchert,Centre-Forward,"Jan 14, 1997",22,2000000.0
Bundesliga,FC Schalke 04,Haji Wright,Centre-Forward,"Mar 27, 1998",21,400000.0
Bundesliga,Hertha BSC,Rune Jarstein,Goalkeeper,"Sep 29, 1984",34,2000000.0
Bundesliga,Hertha BSC,Thomas Kraft,Goalkeeper,"Jul 22, 1988",30,750000.0
Bundesliga,Hertha BSC,Marius Gersbeck,Goalkeeper,"Jun 20, 1995",23,350000.0
Bundesliga,Hertha BSC,Dennis Smarsch,Goalkeeper,"Jan 14, 1999",20,200000.0
Bundesliga,Hertha BSC,Jonathan Klinsmann,Goalkeeper,"Apr 8, 1997",22,150000.0
Bundesliga,Hertha BSC,Niklas Stark,Centre-Back,"Apr 14, 1995",23,20000000.0
Bundesliga,Hertha BSC,Karim Rekik,Centre-Back,"Dec 2, 1994",24,15000000.0
Bundesliga,Hertha BSC,Jordan Torunarigha,Centre-Back,"Aug 7, 1997",21,10000000.0
Bundesliga,Hertha BSC,Derrick Luckassen,Centre-Back,"Jul 3, 1995",23,3500000.0
Bundesliga,Hertha BSC,Florian Baak,Centre-Back,"Mar 18, 1999",20,400000.0
Bundesliga,Hertha BSC,Marvin Plattenhardt,Left-Back,"Jan 26, 1992",27,12000000.0
Bundesliga,Hertha BSC,Lukas Klünter,Right-Back,"May 26, 1996",22,2000000.0
Bundesliga,Hertha BSC,Peter Pekarik,Right-Back,"Oct 30, 1986",32,1000000.0
Bundesliga,Hertha BSC,Arne Maier,Defensive Midfield,"Jan 8, 1999",20,22000000.0
Bundesliga,Hertha BSC,Fabian Lustenberger,Defensive Midfield,"May 2, 1988",30,2500000.0
Bundesliga,Hertha BSC,Marko Grujic,Central Midfield,"Apr 13, 1996",22,18000000.0
Bundesliga,Hertha BSC,Vladimir Darida,Central Midfield,"Aug 8, 1990",28,5000000.0
Bundesliga,Hertha BSC,Per Ciljan Skjelbred,Central Midfield,"Jun 16, 1987",31,3000000.0
Bundesliga,Hertha BSC,Valentino Lazaro,Right Midfield,"Mar 24, 1996",23,17000000.0
Bundesliga,Hertha BSC,Maximilian Mittelstädt,Left Midfield,"Mar 18, 1997",22,9000000.0
Bundesliga,Hertha BSC,Ondrej Duda,Attacking Midfield,"Dec 5, 1994",24,15000000.0
Bundesliga,Hertha BSC,Julius Kade,Attacking Midfield,"May 20, 1999",19,400000.0
Bundesliga,Hertha BSC,Javairô Dilrosun,Left Winger,"Jun 22, 1998",20,12000000.0
Bundesliga,Hertha BSC,Salomon Kalou,Left Winger,"Aug 5, 1985",33,3500000.0
Bundesliga,Hertha BSC,Dennis Jastrzembski,Left Winger,"Feb 20, 2000",19,800000.0
Bundesliga,Hertha BSC,Mathew Leckie,Right Winger,"Feb 4, 1991",28,3000000.0
Bundesliga,Hertha BSC,Palko Dárdai,Right Winger,"Apr 24, 1999",19,1000000.0
Bundesliga,Hertha BSC,Maurice Covic,Right Winger,"Apr 17, 1998",20,200000.0
Bundesliga,Hertha BSC,Davie Selke,Centre-Forward,"Jan 20, 1995",24,20000000.0
Bundesliga,Hertha BSC,Vedad Ibisevic,Centre-Forward,"Aug 6, 1984",34,2000000.0
Bundesliga,Hertha BSC,Pascal Köpke,Centre-Forward,"Sep 3, 1995",23,1750000.0
Bundesliga,VfL Wolfsburg,Koen Casteels,Goalkeeper,"Jun 25, 1992",26,13000000.0
Bundesliga,VfL Wolfsburg,Pavao Pervan,Goalkeeper,"Nov 13, 1987",31,600000.0
Bundesliga,VfL Wolfsburg,Phillip Menzel,Goalkeeper,"Aug 18, 1998",20,150000.0
Bundesliga,VfL Wolfsburg,John Anthony Brooks,Centre-Back,"Jan 28, 1993",26,15000000.0
Bundesliga,VfL Wolfsburg,Robin Knoche,Centre-Back,"May 22, 1992",26,6000000.0
Bundesliga,VfL Wolfsburg,Felix Uduokhai,Centre-Back,"Sep 9, 1997",21,4500000.0
Bundesliga,VfL Wolfsburg,Marcel Tisserand,Centre-Back,"Jan 10, 1993",26,4500000.0
Bundesliga,VfL Wolfsburg,Jérôme Roussillon,Left-Back,"Jan 6, 1993",26,15000000.0
Bundesliga,VfL Wolfsburg,Gian-Luca Itter,Left-Back,"Jan 5, 1999",20,2000000.0
Bundesliga,VfL Wolfsburg,William,Right-Back,"Apr 3, 1995",24,6000000.0
Bundesliga,VfL Wolfsburg,Paul Verhaegh,Right-Back,"Sep 1, 1983",35,750000.0
Bundesliga,VfL Wolfsburg,Sebastian Jung,Right-Back,"Jun 22, 1990",28,500000.0
Bundesliga,VfL Wolfsburg,Ignacio Camacho,Defensive Midfield,"May 4, 1990",28,13000000.0
Bundesliga,VfL Wolfsburg,Josuha Guilavogui,Defensive Midfield,"Sep 19, 1990",28,7000000.0
Bundesliga,VfL Wolfsburg,Maximilian Arnold,Central Midfield,"May 27, 1994",24,11000000.0
Bundesliga,VfL Wolfsburg,Yannick Gerhardt,Central Midfield,"Mar 13, 1994",25,8500000.0
Bundesliga,VfL Wolfsburg,Elvis Rexhbecaj,Central Midfield,"Nov 1, 1997",21,3500000.0
Bundesliga,VfL Wolfsburg,Yunus Malli,Attacking Midfield,"Feb 24, 1992",27,7500000.0
Bundesliga,VfL Wolfsburg,Josip Brekalo,Left Winger,"Jun 23, 1998",20,12000000.0
Bundesliga,VfL Wolfsburg,Paul-Georges Ntep,Left Winger,"Jul 29, 1992",26,1500000.0
Bundesliga,VfL Wolfsburg,John Yeboah,Left Winger,"Jun 23, 2000",18,800000.0
Bundesliga,VfL Wolfsburg,Marvin Stefaniak,Left Winger,"Feb 3, 1995",24,500000.0
Bundesliga,VfL Wolfsburg,Renato Steffen,Right Winger,"Nov 3, 1991",27,4000000.0
Bundesliga,VfL Wolfsburg,Felix Klaus,Right Winger,"Sep 13, 1992",26,2500000.0
Bundesliga,VfL Wolfsburg,Ismail Azzaoui,Right Winger,"Jan 6, 1998",21,850000.0
Bundesliga,VfL Wolfsburg,Admir Mehmedi,Second Striker,"Mar 16, 1991",28,8000000.0
Bundesliga,VfL Wolfsburg,Wout Weghorst,Centre-Forward,"Aug 7, 1992",26,17000000.0
Bundesliga,VfL Wolfsburg,Daniel Ginczek,Centre-Forward,"Apr 13, 1991",27,12000000.0
Bundesliga,VfB Stuttgart,Ron-Robert Zieler,Goalkeeper,"Feb 12, 1989",30,7000000.0
Bundesliga,VfB Stuttgart,Alexander Meyer,Goalkeeper,"Apr 13, 1991",27,300000.0
Bundesliga,VfB Stuttgart,Jens Grahl,Goalkeeper,"Sep 22, 1988",30,250000.0
Bundesliga,VfB Stuttgart,Benjamin Pavard,Centre-Back,"Mar 28, 1996",23,35000000.0
Bundesliga,VfB Stuttgart,Timo Baumgartl,Centre-Back,"Mar 4, 1996",23,15000000.0
Bundesliga,VfB Stuttgart,Ozan Kabak,Centre-Back,"Mar 25, 2000",19,10000000.0
Bundesliga,VfB Stuttgart,Marc Oliver Kempf,Centre-Back,"Jan 28, 1995",24,5000000.0
Bundesliga,VfB Stuttgart,Holger Badstuber,Centre-Back,"Mar 13, 1989",30,2500000.0
Bundesliga,VfB Stuttgart,Antonis Aidonis,Centre-Back,"May 22, 2001",17,500000.0
Bundesliga,VfB Stuttgart,Borna Sosa,Left-Back,"Jan 21, 1998",21,6000000.0
Bundesliga,VfB Stuttgart,Emiliano Insúa,Left-Back,"Jan 7, 1989",30,4000000.0
Bundesliga,VfB Stuttgart,Pablo Maffeo,Right-Back,"Jul 12, 1997",21,7000000.0
Bundesliga,VfB Stuttgart,Andreas Beck,Right-Back,"Mar 13, 1987",32,2500000.0
Bundesliga,VfB Stuttgart,Santiago Ascacíbar,Defensive Midfield,"Feb 25, 1997",22,16000000.0
Bundesliga,VfB Stuttgart,Dennis Aogo,Defensive Midfield,"Jan 14, 1987",32,2000000.0
Bundesliga,VfB Stuttgart,Gonzalo Castro,Central Midfield,"Jun 11, 1987",31,4000000.0
Bundesliga,VfB Stuttgart,Christian Gentner,Central Midfield,"Aug 14, 1985",33,2000000.0
Bundesliga,VfB Stuttgart,Steven Zuber,Left Midfield,"Aug 17, 1991",27,10000000.0
Bundesliga,VfB Stuttgart,Erik Thommy,Left Midfield,"Aug 20, 1994",24,5000000.0
Bundesliga,VfB Stuttgart,Daniel Didavi,Attacking Midfield,"Feb 21, 1990",29,6000000.0
Bundesliga,VfB Stuttgart,David Kopacz,Attacking Midfield,"May 29, 1999",19,350000.0
Bundesliga,VfB Stuttgart,Chadrac Akolo,Right Winger,"Apr 1, 1995",24,2500000.0
Bundesliga,VfB Stuttgart,Alexander Esswein,Right Winger,"Mar 25, 1990",29,1000000.0
Bundesliga,VfB Stuttgart,Leon Dajaku,Second Striker,"Apr 12, 2001",18,300000.0
Bundesliga,VfB Stuttgart,Nicólas González,Centre-Forward,"Apr 6, 1998",21,8000000.0
Bundesliga,VfB Stuttgart,Anastasios Donis,Centre-Forward,"Aug 29, 1996",22,4000000.0
Bundesliga,VfB Stuttgart,Mario Gómez,Centre-Forward,"Jul 10, 1985",33,4000000.0
Bundesliga,SV Werder Bremen,Jiri Pavlenka,Goalkeeper,"Apr 14, 1992",26,12000000.0
Bundesliga,SV Werder Bremen,Stefanos Kapino,Goalkeeper,"Mar 18, 1994",25,750000.0
Bundesliga,SV Werder Bremen,Luca Plogmann,Goalkeeper,"Mar 10, 2000",19,500000.0
Bundesliga,SV Werder Bremen,Milos Veljkovic,Centre-Back,"Sep 26, 1995",23,10000000.0
Bundesliga,SV Werder Bremen,Sebastian Langkamp,Centre-Back,"Jan 15, 1988",31,2000000.0
Bundesliga,SV Werder Bremen,Niklas Moisander,Centre-Back,"Sep 29, 1985",33,2000000.0
Bundesliga,SV Werder Bremen,Ludwig Augustinsson,Left-Back,"Apr 21, 1994",24,12000000.0
Bundesliga,SV Werder Bremen,Marco Friedl,Left-Back,"Mar 16, 1998",21,1500000.0
Bundesliga,SV Werder Bremen,Jan-Niklas Beste,Left-Back,"Jan 4, 1999",20,500000.0
Bundesliga,SV Werder Bremen,Thore Jacobsen,Left-Back,"Apr 19, 1997",21,300000.0
Bundesliga,SV Werder Bremen,Theodor Gebre Selassie,Right-Back,"Dec 24, 1986",32,2500000.0
Bundesliga,SV Werder Bremen,Felix Beijmo,Right-Back,"Jan 31, 1998",21,2000000.0
Bundesliga,SV Werder Bremen,Philipp Bargfrede,Defensive Midfield,"Mar 3, 1989",30,3500000.0
Bundesliga,SV Werder Bremen,Nuri Sahin,Defensive Midfield,"Sep 5, 1988",30,3000000.0
Bundesliga,SV Werder Bremen,Thanos Petsos,Defensive Midfield,"Jun 5, 1991",27,500000.0
Bundesliga,SV Werder Bremen,Maximilian Eggestein,Central Midfield,"Dec 8, 1996",22,25000000.0
Bundesliga,SV Werder Bremen,Jean Manuel Mbom,Central Midfield,"Feb 24, 2000",19,200000.0
Bundesliga,SV Werder Bremen,Davy Klaassen,Attacking Midfield,"Feb 21, 1993",26,20000000.0
Bundesliga,SV Werder Bremen,Kevin Möhwald,Attacking Midfield,"Jul 3, 1993",25,2500000.0
Bundesliga,SV Werder Bremen,Milot Rashica,Left Winger,"Jun 28, 1996",22,7000000.0
Bundesliga,SV Werder Bremen,Johannes Eggestein,Right Winger,"May 8, 1998",20,7500000.0
Bundesliga,SV Werder Bremen,Fin Bartels,Second Striker,"Feb 7, 1987",32,2000000.0
Bundesliga,SV Werder Bremen,Max Kruse,Centre-Forward,"Mar 19, 1988",31,10000000.0
Bundesliga,SV Werder Bremen,Yuya Osako,Centre-Forward,"May 18, 1990",28,6000000.0
Bundesliga,SV Werder Bremen,Martin Harnik,Centre-Forward,"Jun 10, 1987",31,3000000.0
Bundesliga,SV Werder Bremen,Josh Sargent,Centre-Forward,"Feb 20, 2000",19,3000000.0
Bundesliga,SV Werder Bremen,Aron Jóhannsson,Centre-Forward,"Nov 10, 1990",28,1000000.0
Bundesliga,SV Werder Bremen,Claudio Pizarro,Centre-Forward,"Oct 3, 1978",40,500000.0
Bundesliga,1.FSV Mainz 05,Florian Müller,Goalkeeper,"Nov 13, 1997",21,4000000.0
Bundesliga,1.FSV Mainz 05,Robin Zentner,Goalkeeper,"Oct 28, 1994",24,2500000.0
Bundesliga,1.FSV Mainz 05,René Adler,Goalkeeper,"Jan 15, 1985",34,800000.0
Bundesliga,1.FSV Mainz 05,Jannik Huth,Goalkeeper,"Apr 15, 1994",24,500000.0
Bundesliga,1.FSV Mainz 05,Finn Dahmen,Goalkeeper,"Mar 27, 1998",21,150000.0
Bundesliga,1.FSV Mainz 05,Moussa Niakhaté,Centre-Back,"Mar 8, 1996",23,10000000.0
